Transaction_ID,Date,Region,Product_Variant,Channel,Unit_Price,Units_Sold,Marketing_Spend,Logistics_Delay,Customer_Score
RB00933,2023-08-08,TH-SOUTH,Tropical Edition,extreme sports,85,576,7587.37,2,8.0
RB03589,2024-03-04,EUROPE-EU,Tropical Edition,extreme sports,85,269,15461.42,1,1.0
RB03146,2023-04-28,TH-CENTRAL,Original Blue,extreme sports,80,350,23319.74,0,6.0
RB08258,2023-09-19,TH-SOUTH,Tropical Edition,f1 sponsorship,85,477,38345.39,3,7.0
RB05202,2024-03-16,TH-CENTRAL,Tropical Edition,in-store promo,85,685,32658.19,2,7.0
RB01161,2024-08-20,TH-NORTH,Sugarfree,f1 sponsorship,90,604,45769.82,1,5.0
RB04646,2024-04-26,TH-SOUTH,Original Blue,TV Ad,80,474,49507.7,3,9.0
RB01865,2023-06-06,TH-CENTRAL,Original Blue,in-store promo,80,420,13765.68,2,6.0
RB03358,2023-04-03,USA-EAST,Krating Daeng 250,TV Ad,60,657,33956.64,2,4.0
RB08331,2024-05-02,TH-NORTH,Sugarfree,f1 sponsorship,90,464,33481.94,2,8.0
RB05005,2023-07-28,TH-CENTRAL,Red Edition,Social Media,75,537,17389.53,2,5.0
RB00740,2024-04-19,TH-CENTRAL,Sugarfree,in-store promo,90,455,48197.24,2,7.0
RB05814,2023-06-07,TH-NORTH,Krating Daeng 250,TV Ad,60,591,39084.22,3,6.0
RB03213,2024-07-17,TH-SOUTH,Sugarfree,f1 sponsorship,90,516,41210.22,4,9.0
RB03056,2023-03-18,TH-NORTH,Krating Daeng 250,extreme sports,60,464,31237.34,3,7.0
RB07933,2024-08-06,TH-NORTH,Sugarfree,Social Media,90,556,51075.57,2,9.0
RB07489,2024-03-24,TH-CENTRAL,Krating Daeng 250,TV Ad,60,704,49507.12,3,6.0
RB09378,2023-01-03,ASIA-PACIFIC,Sugarfree,Social Media,90,698,8245.62,1,7.0
RB08032,2024-10-18,TH-CENTRAL,Sugarfree,in-store promo,90,414,44423.41,1,7.0
RB08536,2024-07-17,TH-EAST,Tropical Edition,TV Ad,85,695,8173.46,2,9.0
RB04428,2024-04-26,EUROPE-EU,Krating Daeng 250,TV Ad,60,376,19062.09,2,6.0
RB08925,2024-04-30,TH-NORTH,Sugarfree,f1 sponsorship,90,713,14482.53,5,5.0
RB07297,2023-04-27,USA-WEST,Krating Daeng 250,f1 sponsorship,60,571,40295.81,5,7.0
RB02816,2023-09-25,USA-WEST,Tropical Edition,extreme sports,85,513,34634.6,2,2.0
RB05603,2023-06-27,TH-CENTRAL,Red Edition,f1 sponsorship,75,16373,11473.13,5,8.0
RB02725,2023-12-08,USA-WEST,Red Edition,TV Ad,75,550,15453.11,0,10.0
RB04099,2024-12-03,TH-NORTH,Tropical Edition,f1 sponsorship,85,707,15246.36,4,4.0
RB01123,2024-08-26,USA-EAST,Sugarfree,extreme sports,90,638,13116.94,2,6.0
RB05173,2024-04-22,TH-CENTRAL,Original Blue,in-store promo,80,594,22982.04,2,6.0
RB04752,2023-07-26,ASIA-PACIFIC,Krating Daeng 250,f1 sponsorship,60,620,30421.32,2,4.0
RB05564,2023-03-20,TH-NORTH,Red Edition,in-store promo,75,333,43651.64,0,6.0
RB06599,2023-11-02,USA-EAST,Sugarfree,f1 sponsorship,90,625,9549.91,3,9.0
RB04783,2023-02-05,TH-CENTRAL,Krating Daeng 250,TV Ad,60,738,16624.29,3,5.0
RB06228,2023-04-17,TH-NORTH,Tropical Edition,extreme sports,85,418,23730.67,3,9.0
RB01835,2023-10-22,TH-NORTH,Tropical Edition,f1 sponsorship,85,641,20580.73,2,6.0
RB06959,2024-09-16,TH-EAST,Krating Daeng 250,f1 sponsorship,60,478,32213.15,3,5.0
RB02603,2024-08-21,TH-CENTRAL,Sugarfree,extreme sports,90,434,46656.73,3,4.0
RB07718,2024-07-15,USA-WEST,Tropical Edition,TV Ad,85,600,25992.19,3,9.0
RB03347,2024-09-29,TH-CENTRAL,Sugarfree,in-store promo,90,466,7948.76,3,7.0
RB04049,2023-05-04,EUROPE-EU,Original Blue,extreme sports,80,583,23671.51,5,6.0
RB01725,2023-01-23,USA-EAST,Sugarfree,Social Media,90,429,24636.78,2,6.0
RB05669,2023-07-02,TH-NORTH,Sugarfree,Social Media,90,544,31046.1,0,4.0
RB09114,2024-12-14,TH-NORTH,Red Edition,Social Media,75,769,8756.9,1,7.0
RB08918,2024-01-15,EUROPE-EU,Red Edition,f1 sponsorship,75,753,42734.5,4,5.0
RB01358,2023-01-21,TH-CENTRAL,Red Edition,TV Ad,75,655,36199.43,2,8.0
RB00045,2023-09-07,TH-CENTRAL,Tropical Edition,TV Ad,85,667,23070.46,2,6.0
RB06699,2023-07-31,TH-NORTH,Sugarfree,f1 sponsorship,90,374,48809.94,2,5.0
RB01809,2024-05-14,TH-CENTRAL,Red Edition,in-store promo,75,571,31934.91,2,7.0
RB01776,2024-08-14,EUROPE-EU,Tropical Edition,Social Media,85,541,37775.52,2,10.0
RB03415,2023-03-18,EUROPE-EU,Sugarfree,TV Ad,90,593,5771.77,0,9.0
RB05629,2024-10-23,TH-NORTH,Tropical Edition,in-store promo,85,617,48273.37,2,7.0
RB06733,2023-10-15,TH-SOUTH,Krating Daeng 250,in-store promo,60,466,26783.32,0,9.0
RB00199,2024-06-10,TH-CENTRAL,Tropical Edition,Social Media,85,409,28535.19,4,1.0
RB07108,2024-09-23,ASIA-PACIFIC,Tropical Edition,f1 sponsorship,85,526,32658.19,2,8.0
RB06709,2024-06-16,ASIA-PACIFIC,Original Blue,f1 sponsorship,80,563,32658.19,1,3.0
RB09006,2024-06-23,USA-EAST,Sugarfree,Social Media,90,476,47063.69,4,7.0
RB01133,2023-08-22,USA-EAST,Tropical Edition,TV Ad,85,551,39763.81,3,6.0
RB05661,2023-03-12,TH-SOUTH,Red Edition,Social Media,75,762,44332.13,3,5.0
RB04060,2024-09-17,TH-CENTRAL,Sugarfree,f1 sponsorship,90,501,30610.15,2,8.0
RB05089,2023-04-13,EUROPE-EU,Original Blue,TV Ad,80,509,15113.75,0,7.0
RB00054,2024-04-16,USA-WEST,Red Edition,f1 sponsorship,75,778,36886.83,3,3.0
RB08363,2024-01-09,USA-WEST,Sugarfree,Social Media,90,502,22418.03,1,3.0
RB04577-DUP,2024-09-07,TH-NORTH,Original Blue,in-store promo,80,398,56685.94,5,8.0
RB06454,2024-02-20,EUROPE-EU,Tropical Edition,Social Media,85,370,19331.75,4,8.0
RB04762,2023-04-20,USA-EAST,Sugarfree,Social Media,90,312,49449.24,5,6.0
RB09572,2023-04-19,TH-NORTH,Tropical Edition,extreme sports,85,955,54351.39,2,2.0
RB05467,2024-02-26,EUROPE-EU,Original Blue,TV Ad,80,456,46561.78,0,7.0
RB06673,2024-08-04,TH-SOUTH,Sugarfree,extreme sports,90,525,53926.09,1,4.0
RB06776,2023-01-06,TH-NORTH,Red Edition,f1 sponsorship,75,635,51400.37,1,7.0
RB01733,2023-05-08,TH-SOUTH,Krating Daeng 250,f1 sponsorship,60,464,12367.12,0,7.0
RB02854,2024-05-24,TH-SOUTH,Sugarfree,in-store promo,90,617,54980.07,5,6.0
RB02842,2023-11-01,USA-WEST,Original Blue,extreme sports,80,708,31906.99,3,9.0
RB05933,2024-08-21,TH-NORTH,Krating Daeng 250,Social Media,60,351,39737.89,2,4.0
RB02436,2024-08-15,USA-EAST,Sugarfree,f1 sponsorship,90,638,50479.44,4,6.0
RB05337,2024-09-19,TH-CENTRAL,Original Blue,f1 sponsorship,80,545,5501.6,4,6.0
RB04047,2024-12-03,TH-CENTRAL,Red Edition,f1 sponsorship,75,601,58066.35,1,8.0
RB04907,2023-10-27,TH-EAST,Sugarfree,f1 sponsorship,90,598,31387.45,1,9.0
RB05659,2024-04-19,TH-CENTRAL,Sugarfree,f1 sponsorship,90,495,51328.21,5,5.0
RB02670,2023-04-11,TH-NORTH,Sugarfree,TV Ad,90,548,47441.4,2,7.0
RB09568,2024-08-27,TH-CENTRAL,Original Blue,Social Media,80,615,5136.31,1,8.0
RB07971,2023-03-23,EUROPE-EU,Krating Daeng 250,in-store promo,60,417,39987.48,0,6.0
RB09399,2024-07-06,TH-NORTH,Red Edition,Social Media,75,491,32658.19,3,7.0
RB06926,2024-12-22,TH-EAST,Original Blue,f1 sponsorship,80,539,55108.95,3,7.0
RB05350,2023-03-24,EUROPE-EU,Sugarfree,in-store promo,90,542,50092.01,1,8.0
RB08166,2024-11-14,USA-WEST,Red Edition,extreme sports,75,492,7754.35,4,9.0
RB00308,2024-10-24,USA-WEST,Original Blue,TV Ad,80,256,45994.92,1,6.0
RB01871,2024-07-07,TH-CENTRAL,Tropical Edition,TV Ad,85,572,20299.12,0,7.0
RB01379,2023-03-29,EUROPE-EU,Original Blue,in-store promo,80,526,25267.28,4,1.0
RB07946,2024-08-18,USA-EAST,Original Blue,f1 sponsorship,80,742,25486.68,4,1.0
RB00488,2023-07-10,TH-SOUTH,Red Edition,f1 sponsorship,75,548,56365.23,0,3.0
RB01914,2024-11-04,TH-NORTH,Original Blue,TV Ad,80,519,7833.65,1,4.0
RB07448,2024-05-21,TH-NORTH,Krating Daeng 250,TV Ad,60,473,47937.82,1,1.0
RB06847,2024-03-09,TH-EAST,Original Blue,in-store promo,80,725,16341.8,5,5.0
RB07490-DUP,2024-01-06,TH-CENTRAL,Tropical Edition,Social Media,85,362,33333.25,5,6.0
RB02724,2024-05-03,ASIA-PACIFIC,Krating Daeng 250,f1 sponsorship,60,588,13359.07,2,6.0
RB00286,2024-05-15,TH-CENTRAL,Red Edition,f1 sponsorship,75,548,12330.63,1,7.0
RB01717,2024-10-07,EUROPE-EU,Sugarfree,Social Media,90,508,27508.74,2,9.0
RB02470,2023-06-22,USA-WEST,Original Blue,f1 sponsorship,80,585,23748.37,5,9.0
RB00900,2023-04-28,TH-EAST,Tropical Edition,extreme sports,85,569,48621.38,3,7.0
RB02514,2024-07-01,TH-CENTRAL,Sugarfree,extreme sports,90,638,26129.73,3,4.0
RB03166,2023-08-15,TH-NORTH,Krating Daeng 250,f1 sponsorship,60,469,14399.44,2,6.0
RB01350,2024-06-15,TH-EAST,Sugarfree,TV Ad,90,608,52828.25,4,10.0
RB05994,2023-11-14,TH-SOUTH,Red Edition,TV Ad,75,544,50451.81,1,10.0
RB04875,2023-09-22,TH-CENTRAL,Krating Daeng 250,f1 sponsorship,60,646,40158.1,2,8.0
RB02745,2023-03-08,TH-EAST,Original Blue,extreme sports,80,502,38975.63,1,6.0
RB07948,2024-08-02,USA-EAST,Original Blue,in-store promo,80,488,30439.85,2,6.0
RB05749,2023-10-13,USA-EAST,Krating Daeng 250,f1 sponsorship,60,494,28694.14,0,4.0
RB08209,2023-12-07,USA-WEST,Tropical Edition,extreme sports,85,585,32658.19,1,6.0
RB04599,2023-08-25,TH-NORTH,Original Blue,TV Ad,80,518,23118.05,2,6.0
RB04419,2023-04-18,TH-NORTH,Sugarfree,f1 sponsorship,90,510,29074.94,2,8.0
RB01704,2024-09-07,TH-SOUTH,Sugarfree,in-store promo,90,437,54269.55,4,4.0
RB01836,2023-04-05,TH-CENTRAL,Sugarfree,Social Media,90,385,34389.58,2,7.0
RB05550,2024-04-04,TH-SOUTH,Krating Daeng 250,Social Media,60,682,44608.95,3,7.0
RB01032,2023-08-31,EUROPE-EU,Red Edition,in-store promo,75,341,6967.27,2,1.0
RB07018,2023-03-23,USA-EAST,Tropical Edition,Social Media,85,481,20382.27,2,5.0
RB02595,2023-05-07,USA-WEST,Sugarfree,f1 sponsorship,90,549,43235.54,2,6.0
RB00577,2024-10-26,EUROPE-EU,Sugarfree,TV Ad,90,560,32658.19,2,9.0
RB08150,2024-03-18,USA-EAST,Sugarfree,Social Media,90,666,32658.19,5,6.0
RB03062,2023-11-10,USA-WEST,Red Edition,in-store promo,75,632,32447.92,1,3.0
RB03292,2024-05-19,TH-EAST,Red Edition,f1 sponsorship,75,305,55785.34,2,6.0
RB00144,2024-01-08,USA-EAST,Red Edition,in-store promo,75,517,7200.21,5,6.0
RB01173,2023-06-13,TH-NORTH,Sugarfree,extreme sports,90,632,18711.19,3,8.0
RB06616,2024-12-12,TH-EAST,Sugarfree,Social Media,90,655,59861.39,4,6.0
RB08175,2024-05-03,USA-EAST,Sugarfree,in-store promo,90,473,13845.91,3,7.0
RB00570,2023-10-03,EUROPE-EU,Red Edition,f1 sponsorship,75,574,21277.54,2,4.0
RB05278,2023-10-04,TH-CENTRAL,Sugarfree,TV Ad,90,670,48579.89,1,7.0
RB01918,2024-03-17,USA-EAST,Sugarfree,TV Ad,90,458,31772.81,2,10.0
RB02562,2024-04-06,TH-EAST,Tropical Edition,Social Media,85,578,21218.26,3,6.0
RB03877,2023-02-08,TH-EAST,Red Edition,TV Ad,75,615,35928.96,2,6.0
RB07912,2023-07-17,USA-WEST,Original Blue,Social Media,80,660,54013.37,1,6.0
RB02421,2024-12-08,EUROPE-EU,Tropical Edition,Social Media,85,530,47887.69,5,10.0
RB08678,2023-02-04,TH-NORTH,Sugarfree,TV Ad,90,494,34809.77,5,8.0
RB01372,2024-10-05,TH-NORTH,Original Blue,TV Ad,80,497,59660.88,2,3.0
RB03705,2023-07-04,EUROPE-EU,Sugarfree,Social Media,90,544,11223.52,4,9.0
RB07202,2024-03-25,TH-SOUTH,Sugarfree,Social Media,90,730,37874.99,3,6.0
RB07352,2024-04-24,USA-WEST,Krating Daeng 250,in-store promo,60,702,18520.03,2,4.0
RB03067,2024-12-23,TH-CENTRAL,Red Edition,f1 sponsorship,75,599,9697.79,2,8.0
RB00188,2024-09-08,TH-CENTRAL,Krating Daeng 250,extreme sports,60,641,18456.29,1,7.0
RB03837,2024-07-23,TH-CENTRAL,Red Edition,f1 sponsorship,75,487,42848.69,4,6.0
RB00743,2023-12-30,TH-CENTRAL,Krating Daeng 250,Social Media,60,318,49384.04,3,6.0
RB00977,2023-12-11,TH-NORTH,Krating Daeng 250,f1 sponsorship,60,753,42667.9,1,6.0
RB07480,2023-03-18,EUROPE-EU,Tropical Edition,extreme sports,85,565,57558.9,1,6.0
RB01404,2023-12-10,TH-NORTH,Tropical Edition,TV Ad,85,555,21726.85,2,6.0
RB02097,2024-04-15,TH-CENTRAL,Original Blue,in-store promo,80,475,45783.18,2,8.0
RB04306,2024-02-08,TH-SOUTH,Krating Daeng 250,in-store promo,60,605,32658.19,5,7.0
RB02430,2024-07-18,TH-CENTRAL,Krating Daeng 250,in-store promo,60,604,25579.08,2,9.0
RB05292,2024-11-14,TH-CENTRAL,Krating Daeng 250,TV Ad,60,287,42861.93,4,3.0
RB06338,2023-05-14,TH-CENTRAL,Krating Daeng 250,extreme sports,60,591,32223.88,2,8.0
RB04267,2024-09-23,USA-EAST,Sugarfree,f1 sponsorship,90,587,25069.83,2,3.0
RB07655,2023-05-20,TH-NORTH,Original Blue,TV Ad,80,400,56479.81,2,7.0
RB03184,2024-03-18,TH-CENTRAL,Tropical Edition,f1 sponsorship,85,335,9381.76,3,7.0
RB02428,2023-07-01,TH-CENTRAL,Krating Daeng 250,in-store promo,60,600,46516.03,1,5.0
RB04142,2024-08-29,USA-EAST,Krating Daeng 250,f1 sponsorship,60,460,41079.57,4,3.0
RB07409,2024-11-07,TH-CENTRAL,Original Blue,in-store promo,80,553,15155.85,2,5.0
RB03938-DUP,2024-06-08,USA-EAST,Red Edition,TV Ad,75,711,17458.7,2,7.0
RB07499,2024-11-30,TH-NORTH,Krating Daeng 250,f1 sponsorship,60,268,53287.14,3,4.0
RB06853,2024-12-02,EUROPE-EU,Krating Daeng 250,extreme sports,60,535,32658.19,2,6.0
RB02909,2024-09-17,USA-EAST,Original Blue,in-store promo,80,462,13847.13,1,7.0
RB08305,2023-10-16,TH-SOUTH,Krating Daeng 250,extreme sports,60,283,15458.41,2,8.0
RB09464,2023-02-17,USA-WEST,Red Edition,Social Media,75,463,32658.19,2,9.0
RB00375,2023-04-09,USA-EAST,Sugarfree,Social Media,90,693,41867.89,2,5.0
RB09003,2024-07-29,USA-WEST,Original Blue,extreme sports,80,362,22335.56,0,6.0
RB07545,2023-07-24,ASIA-PACIFIC,Red Edition,TV Ad,75,693,26033.65,2,7.0
RB07893,2023-05-08,TH-SOUTH,Krating Daeng 250,in-store promo,60,516,26038.63,2,7.0
RB08738,2024-07-27,TH-CENTRAL,Red Edition,f1 sponsorship,75,409,58168.37,1,4.0
RB03045,2023-10-31,USA-EAST,Krating Daeng 250,f1 sponsorship,60,469,39596.74,1,3.0
RB04066,2024-05-07,USA-EAST,Sugarfree,Social Media,90,356,41944.41,5,4.0
RB04743,2024-08-12,EUROPE-EU,Original Blue,f1 sponsorship,80,578,20054.2,1,9.0
RB03048,2023-02-02,TH-SOUTH,Krating Daeng 250,in-store promo,60,307,21823.53,1,8.0
RB09178,2024-05-03,USA-EAST,Krating Daeng 250,TV Ad,60,572,26112.86,2,8.0
RB06462,2024-03-22,TH-CENTRAL,Original Blue,Social Media,80,333,32658.19,1,10.0
RB03042,2024-04-21,TH-NORTH,Sugarfree,f1 sponsorship,90,557,45249.5,2,5.0
RB03014,2023-05-25,TH-SOUTH,Original Blue,Social Media,80,334,23529.38,5,3.0
RB08512,2024-08-18,USA-EAST,Tropical Edition,TV Ad,85,626,39493.21,3,5.0
RB06789,2023-12-20,USA-WEST,Red Edition,extreme sports,75,583,12711.93,5,6.0
RB05640,2024-11-01,TH-SOUTH,Krating Daeng 250,Social Media,60,415,45431.14,1,9.0
RB04118,2024-10-01,TH-SOUTH,Original Blue,f1 sponsorship,80,611,32493.32,3,7.0
RB05980,2023-09-22,USA-EAST,Red Edition,TV Ad,75,398,9160.16,5,9.0
RB06318,2023-09-28,ASIA-PACIFIC,Original Blue,f1 sponsorship,80,627,53737.42,4,3.0
RB03195,2024-10-30,TH-EAST,Sugarfree,in-store promo,90,566,21374.4,3,7.0
RB07478,2024-06-26,TH-CENTRAL,Tropical Edition,extreme sports,85,591,29108.71,3,9.0
RB08473,2023-02-08,TH-NORTH,Red Edition,in-store promo,75,454,16544.54,3,10.0
RB09231,2023-01-03,EUROPE-EU,Original Blue,f1 sponsorship,80,563,32660.27,2,6.0
RB07274,2024-09-24,TH-EAST,Krating Daeng 250,f1 sponsorship,60,707,36219.01,3,5.0
RB07547,2024-07-20,EUROPE-EU,Sugarfree,in-store promo,90,706,55699.37,4,6.0
RB03252,2023-11-07,TH-NORTH,Krating Daeng 250,f1 sponsorship,60,551,42257.83,0,4.0
RB00068,2024-03-17,USA-WEST,Krating Daeng 250,extreme sports,60,506,29406.01,2,9.0
RB04668,2024-12-13,ASIA-PACIFIC,Sugarfree,TV Ad,90,744,34556.37,1,6.0
RB01444,2024-01-19,USA-EAST,Tropical Edition,extreme sports,85,395,47567.72,4,4.0
RB09238,2023-08-06,TH-CENTRAL,Krating Daeng 250,TV Ad,60,535,56901.0,5,3.0
RB06585,2024-10-15,TH-CENTRAL,Krating Daeng 250,f1 sponsorship,60,431,34113.72,0,2.0
RB02335-DUP,2023-05-10,USA-WEST,Tropical Edition,f1 sponsorship,85,568,20739.53,2,3.0
RB08280,2023-04-18,TH-NORTH,Krating Daeng 250,TV Ad,60,721,32658.19,3,8.0
RB07620,2023-10-04,TH-NORTH,Krating Daeng 250,in-store promo,60,686,55614.61,4,5.0
RB00558,2023-02-10,USA-WEST,Krating Daeng 250,Social Media,60,620,44968.41,2,6.0
RB05057,2024-07-19,TH-CENTRAL,Original Blue,extreme sports,80,475,58585.56,4,2.0
RB03927,2024-08-27,USA-WEST,Original Blue,in-store promo,80,434,59286.09,3,6.0
RB01838,2024-05-07,EUROPE-EU,Red Edition,TV Ad,75,434,35823.3,1,7.0
RB03680,2024-09-24,TH-CENTRAL,Original Blue,f1 sponsorship,80,352,55149.64,3,6.0
RB04662,2023-09-24,TH-CENTRAL,Krating Daeng 250,in-store promo,60,469,23456.8,4,7.0
RB08462,2024-09-26,USA-EAST,Sugarfree,in-store promo,90,499,27758.03,0,5.0
RB09350,2024-04-22,USA-WEST,Tropical Edition,f1 sponsorship,85,352,7655.83,5,9.0
RB06226,2024-04-15,USA-EAST,Tropical Edition,Social Media,85,777,38869.6,59,1.0
RB03928,2024-09-06,TH-SOUTH,Krating Daeng 250,f1 sponsorship,60,567,59130.65,1,8.0
RB05535,2024-04-25,USA-EAST,Tropical Edition,Social Media,85,428,22682.57,1,6.0
RB07575,2024-09-11,TH-SOUTH,Original Blue,in-store promo,80,629,41613.18,0,7.0
RB06824,2024-04-08,TH-CENTRAL,Original Blue,TV Ad,80,426,36317.78,1,3.0
RB08140,2023-01-18,TH-SOUTH,Original Blue,Social Media,80,524,12201.66,2,2.0
RB06843,2024-03-02,TH-SOUTH,Original Blue,f1 sponsorship,80,478,22578.37,4,7.0
RB00645,2024-04-25,EUROPE-EU,Krating Daeng 250,in-store promo,60,698,20717.64,3,8.0
RB09457,2023-10-10,USA-EAST,Original Blue,TV Ad,80,692,30781.24,3,7.0
RB05162,2024-12-15,EUROPE-EU,Tropical Edition,in-store promo,85,640,36585.58,1,6.0
RB03651,2023-03-30,TH-SOUTH,Sugarfree,f1 sponsorship,90,383,47848.65,3,10.0
RB03615,2024-04-22,USA-EAST,Tropical Edition,f1 sponsorship,85,362,17903.93,2,9.0
RB03829,2023-10-30,TH-CENTRAL,Sugarfree,TV Ad,90,372,34212.1,2,8.0
RB00002,2023-03-26,USA-EAST,Krating Daeng 250,f1 sponsorship,60,686,22632.11,2,10.0
RB04518,2023-06-11,EUROPE-EU,Sugarfree,extreme sports,90,543,49828.31,3,6.0
RB03170,2024-11-18,EUROPE-EU,Sugarfree,extreme sports,90,533,11470.61,2,6.0
RB02276,2024-07-28,TH-CENTRAL,Krating Daeng 250,Social Media,60,518,46462.13,4,6.0
RB04264,2024-05-02,TH-NORTH,Tropical Edition,f1 sponsorship,85,662,43812.99,1,6.0
RB08461,2023-02-18,TH-CENTRAL,Original Blue,extreme sports,80,525,31554.99,2,2.0
RB06101,2024-04-28,EUROPE-EU,Red Edition,TV Ad,75,547,21279.7,3,4.0
RB04380,2023-12-22,TH-NORTH,Krating Daeng 250,TV Ad,60,433,54237.68,1,9.0
RB00679,2023-07-23,USA-WEST,Original Blue,in-store promo,80,533,50215.0,2,6.0
RB03192,2024-06-23,USA-WEST,Krating Daeng 250,in-store promo,60,505,29494.78,3,6.0
RB05437,2023-02-21,TH-NORTH,Original Blue,TV Ad,80,718,11837.7,3,7.0
RB04910,2024-07-26,TH-SOUTH,Tropical Edition,TV Ad,85,468,19889.01,1,2.0
RB08323,2023-03-25,USA-EAST,Tropical Edition,TV Ad,85,571,28316.76,3,9.0
RB08448,2024-07-28,TH-SOUTH,Original Blue,in-store promo,80,512,51475.87,2,3.0
RB08637,2023-04-02,TH-CENTRAL,Original Blue,f1 sponsorship,80,13577,7157.65,2,7.0
RB01798,2024-07-10,TH-SOUTH,Original Blue,TV Ad,80,576,32838.18,1,6.0
RB09413,2024-06-28,EUROPE-EU,Red Edition,TV Ad,75,534,41153.22,2,9.0
RB07837,2023-08-21,TH-CENTRAL,Tropical Edition,Social Media,85,442,30656.75,4,3.0
RB09396-DUP,2024-10-23,TH-CENTRAL,Original Blue,f1 sponsorship,80,540,35370.87,5,5.0
RB03819,2023-07-04,TH-SOUTH,Original Blue,f1 sponsorship,80,243,5720.72,1,6.0
RB05720,2023-02-22,TH-CENTRAL,Tropical Edition,Social Media,85,19171,51046.45,0,5.0
RB00110,2023-11-11,TH-NORTH,Original Blue,Social Media,80,542,43698.03,5,6.0
RB08782,2023-11-24,USA-WEST,Original Blue,in-store promo,80,694,44132.62,2,5.0
RB03524,2024-03-13,USA-WEST,Sugarfree,in-store promo,90,617,34071.27,3,9.0
RB00584,2024-03-10,USA-WEST,Krating Daeng 250,f1 sponsorship,60,322,17535.18,2,8.0
RB02688,2023-05-30,TH-NORTH,Sugarfree,TV Ad,90,521,49689.02,4,5.0
RB08073,2023-10-23,USA-WEST,Red Edition,TV Ad,75,485,57459.03,1,9.0
RB01950,2023-05-16,EUROPE-EU,Original Blue,TV Ad,80,561,20404.15,4,9.0
RB05983,2023-10-31,TH-CENTRAL,Red Edition,extreme sports,75,548,13003.76,1,8.0
RB08036,2024-11-11,USA-EAST,Tropical Edition,extreme sports,85,398,21561.49,3,7.0
RB02230,2024-09-21,USA-WEST,Red Edition,TV Ad,75,569,52110.7,1,3.0
RB02685,2023-05-27,TH-NORTH,Sugarfree,f1 sponsorship,90,689,32658.19,1,4.0
RB07968,2024-10-02,TH-EAST,Red Edition,extreme sports,75,567,25295.77,1,6.0
RB08077,2024-04-15,USA-WEST,Red Edition,Social Media,75,449,13681.01,2,7.0
RB00172,2023-09-24,USA-EAST,Sugarfree,f1 sponsorship,90,427,14232.84,4,8.0
RB05227,2023-02-18,EUROPE-EU,Red Edition,extreme sports,75,475,19568.86,1,9.0
RB00214,2023-12-11,TH-NORTH,Tropical Edition,extreme sports,85,491,26218.59,1,3.0
RB02523,2023-03-08,ASIA-PACIFIC,Krating Daeng 250,in-store promo,60,715,15579.58,2,1.0
RB05388,2024-07-10,TH-EAST,Red Edition,f1 sponsorship,75,496,57558.24,3,2.0
RB09127,2024-06-02,USA-WEST,Tropical Edition,extreme sports,85,506,25842.62,0,1.0
RB03569,2023-03-07,USA-EAST,Red Edition,f1 sponsorship,75,531,21784.85,0,5.0
RB05226,2023-08-29,TH-CENTRAL,Original Blue,TV Ad,80,628,37663.82,3,7.0
RB03953,2023-04-15,USA-WEST,Tropical Edition,extreme sports,85,579,19946.15,1,7.0
RB08970,2023-11-18,ASIA-PACIFIC,Sugarfree,in-store promo,90,399,57708.48,2,8.0
RB04056,2023-09-24,TH-NORTH,Red Edition,in-store promo,75,662,28914.6,1,6.0
RB08829,2024-06-04,USA-WEST,Sugarfree,extreme sports,90,569,22554.19,3,6.0
RB02006,2024-01-24,TH-NORTH,Sugarfree,extreme sports,90,754,16099.46,3,5.0
RB07311,2023-06-30,TH-EAST,Original Blue,extreme sports,80,388,26080.35,4,2.0
RB04327,2023-03-31,USA-EAST,Tropical Edition,TV Ad,85,413,53966.14,1,4.0
RB07469,2023-11-05,USA-WEST,Red Edition,in-store promo,75,396,21113.11,3,6.0
RB06028,2024-04-30,TH-CENTRAL,Tropical Edition,TV Ad,85,420,54437.32,4,2.0
RB06775,2023-03-12,TH-EAST,Krating Daeng 250,extreme sports,60,710,9043.61,2,6.0
RB01844,2024-08-29,TH-NORTH,Sugarfree,in-store promo,90,549,49183.87,1,7.0
RB07522,2024-05-02,TH-CENTRAL,Sugarfree,Social Media,90,452,6066.57,0,4.0
RB08962,2024-09-15,USA-EAST,Krating Daeng 250,TV Ad,60,813,49385.73,2,6.0
RB09452,2024-06-26,TH-NORTH,Krating Daeng 250,f1 sponsorship,60,693,35021.7,1,7.0
RB02098,2024-09-12,TH-EAST,Sugarfree,Social Media,90,371,58905.07,0,5.0
RB06953,2024-05-14,TH-EAST,Sugarfree,f1 sponsorship,90,670,11881.33,5,5.0
RB05500,2024-02-03,TH-CENTRAL,Tropical Edition,extreme sports,85,623,12259.88,2,9.0
RB02015,2024-10-11,TH-NORTH,Krating Daeng 250,f1 sponsorship,60,319,32658.19,1,6.0
RB07248,2023-04-27,TH-CENTRAL,Original Blue,in-store promo,80,709,56391.63,1,7.0
RB05942,2024-08-02,EUROPE-EU,Krating Daeng 250,extreme sports,60,745,5261.06,3,7.0
RB08754,2024-12-26,USA-EAST,Tropical Edition,TV Ad,85,635,5379.16,3,9.0
RB00387,2024-10-12,TH-CENTRAL,Krating Daeng 250,TV Ad,60,609,45605.68,3,8.0
RB01966,2023-01-29,TH-CENTRAL,Red Edition,extreme sports,75,623,29676.4,2,4.0
